"","x"
"2820","1170428271206555648"
"2821","1170428230597304327"
"2822","1170428125823537152"
"2823","1170427844142481408"
"2824","1170427817978408960"
"2825","1170427216553041922"
"2826","1170427356630147072"
"2827","1170427252233969665"
"2828","1170426967579123715"
"2829","1170427113968689152"
"2830","1170426904454881281"
"2831","1170427035027693568"
"2832","1170427200333582345"
"2833","1170412588691312641"
"2834","1170399252037681152"
"2835","1170427065386053639"
"2836","1170427050051719173"
"2837","1170427034230755330"
"2838","1170405858922172417"
"2839","1170425299693199362"
"2840","1170395334637494277"
"2841","1170407624287883265"
"2842","1170426568700760064"
"2843","1170406905665208320"
"2844","1170394110018166784"
"2845","1170426534068404232"
"2846","1170426412643299328"
"2847","1170426370746454016"
"2848","1170426369131589638"
"2849","1170426292593987585"
"2850","1170425209553399809"
"2851","1170424959224700928"
"2852","1170424930917392384"
"2853","1170424871098232833"
"2854","1170424576678842368"
"2855","1170423570083799041"
"2856","1170355975007670280"
"2857","1170423547078070273"
"2858","1170422961003798528"
"2859","1170422619553882113"
"2860","1170422605259706368"
"2861","1170422182343774210"
"2862","1170421368665649152"
"2863","1170421163073396737"
"2864","1170420273440612352"
"2865","1170420813478158336"
"2866","1170420730569379849"
"2867","1170420604199215104"
"2868","1170291900181618689"
"2869","1170420503250636800"
"2870","1170420101457350660"
"2871","1170414569325547521"
"2872","1170420065830916097"
"2873","1170406294995525632"
"2874","1170418951890898944"
"2875","1170418620498944001"
"2876","1170418572549656577"
"2877","1170418413182824448"
"2878","1170309552501379079"
"2879","1170418214528045058"
"2880","1170418153874186241"
"2881","1170416698983428097"
"2882","1170418040342810624"
"2883","1170417901704232961"
"2884","1170417829163745280"
"2885","1170417559360954368"
"2886","1170388181918765056"
"2887","1170417091964485632"
"2888","1170417091008258048"
"2889","1170416978642853892"
"2890","1170416822224674817"
"2891","1170416482028855299"
"2892","1170416210028257281"
"2893","1170415848319803392"
"2894","1170413588709892096"
"2895","1170415560456384512"
"2896","1170415191051427840"
"2897","1170414842810904576"
"2898","1170414653224161280"
"2899","1170414206115561474"
"2900","1170414039798865921"
"2901","1170407001974853633"
"2902","1170413808084537344"
"2903","1170413727746801665"
"2904","1170299545173024768"
"2905","1170298779049836544"
"2906","1170413506702843905"
"2907","1170413455821680641"
"2908","1170413404315631620"
"2909","1170413291467919360"
"2910","1170413264360095745"
"2911","1170412851795845121"
"2912","1170412605518811136"
"2913","1170412564838264838"
"2914","1170412383539486720"
"2915","1170412358520496129"
"2916","1170412325444046853"
"2917","1170412235749036038"
"2918","1170412102097547264"
"2919","1170411889144336384"
"2920","1170412039401091073"
"2921","1170411893007224832"
"2922","1170407206652657664"
"2923","1170411724291346432"
"2924","1170410926052450304"
"2925","1170410503090425856"
"2926","1170318023921586176"
"2927","1170333008492224513"
"2928","1170361636483416064"
"2929","1170410131055611905"
"2930","1170409848950992902"
"2931","1170409298180083712"
"2932","1170409232287641601"
"2933","1170409102155157505"
"2934","1170409100162809858"
"2935","1170409097969250311"
"2936","1170409033372708864"
"2937","1170408915038855174"
"2938","1170408615854915589"
"2939","1170407867335225354"
"2940","1170407387532070912"
"2941","1170407372818460672"
"2942","1170405162533343232"
"2943","1170405653195587584"
"2944","1170407197097873410"
"2945","1170407196863209474"
"2946","1170407184578088967"
"2947","1170407082148937730"
"2948","1170402532130250759"
"2949","1170406986699235328"
"2950","1170406744490696705"
"2951","1170406381243052032"
"2952","1170406212451610625"
"2953","1170405095047159808"
"2954","1170405935954706432"
"2955","1170405644987490304"
"2956","1170405578537148417"
"2957","1170405528079687681"
"2958","1170405189846818817"
"2959","1170404753639202817"
"2960","1170404518653153280"
"2961","1170361691504336897"
"2962","1170403990946951168"
"2963","1170403733970329600"
"2964","1170403718295982080"
"2965","1170403661706649600"
"2966","1170403564163883008"
"2967","1170403340175446016"
"2968","1170403321661800448"
"2969","1170403284324163585"
"2970","1170402888096657409"
"2971","1170402791791181825"
"2972","1170402481416888320"
"2973","1170402342212177925"
"2974","1170394550365577219"
"2975","1170400321975115776"
"2976","1170402234250727426"
"2977","1170402164503654401"
"2978","1170401778518695937"
"2979","1170401515414204417"
"2980","1170398883077181440"
"2981","1170401321742143490"
"2982","1170400643632324609"
"2983","1170400489617481735"
"2984","1170400478909345795"
"2985","1170400281735172096"
"2986","1170400092953726979"
"2987","1170370232357142528"
"2988","1170399678124437504"
"2989","1170327204531769344"
"2990","1170398584149303296"
"2991","1170310715627986944"
"2992","1170398579980210177"
"2993","1170398353307381765"
"2994","1170398290208317440"
"2995","1170398287297470464"
"2996","1170398279995154437"
"2997","1170398011903680519"
"2998","1170397850838163463"
"2999","1170397201962389504"
"3000","1170397181880229888"
"3001","1170397134845358082"
"3002","1170397084698251267"
"3003","1170397075277852672"
"3004","1170396679599775744"
"3005","1170396373679845376"
"3006","1170396235695558657"
"3007","1170395788167589888"
"3008","1170395758820036608"
"3009","1170373570062671872"
"3010","1170395727253704704"
"3011","1170395447267135488"
"3012","1170395380275666945"
"3013","1170395356653379584"
"3014","1170395121008939008"
"3015","1170394625066057728"
"3016","1170394578106671104"
"3017","1170394383126077444"
"3018","1170394360954925056"
"3019","1170394332089729024"
"3020","1170394188862697474"
"3021","1170394140464619522"
"3022","1170394068062539777"
"3023","1170394032947834880"
"3024","1170284425223069696"
"3025","1170392947612893184"
"3026","1170392757812256769"
"3027","1170392734684897281"
"3028","1170392501271912448"
"3029","1170392423706562560"
"3030","1170392227362873344"
"3031","1170392205128863746"
"3032","1170391780619145221"
"3033","1170391468202180609"
"3034","1170391345338429441"
"3035","1170391189394251777"
"3036","1170391182255546369"
"3037","1170391129365319681"
"3038","1170391120762888194"
"3039","1170391091247554566"
"3040","1170390111458140160"
"3041","1170389875775946752"
"3042","1170389613275484160"
"3043","1170389010059018243"
"3044","1170388999564910592"
"3045","1170388729401421830"
"3046","1170388725945253890"
"3047","1170388723411935234"
"3048","1170388444222300162"
"3049","1170388428657221635"
"3050","1170330783606853634"
"3051","1170388397267070977"
"3052","1170388264131448833"
"3053","1170388078428659712"
"3054","1170387602421288961"
"3055","1170387485073035266"
"3056","1170387163537711104"
"3057","1170386976190676994"
"3058","1170385496561848326"
"3059","1170386926601461761"
"3060","1170386804870135809"
"3061","1170386755540963329"
"3062","1170386753192169473"
"3063","1170376576229396480"
"3064","1170386322827227142"
"3065","1170386053691322368"
"3066","1170385931024654339"
"3067","1170385700182798337"
"3068","1170385676157771776"
"3069","1170310511214452736"
"3070","1170385334741491712"
"3071","1170384579313774592"
"3072","1170384414309801984"
"3073","1170384379304120320"
"3074","1170384358643064833"
"3075","1170378440522043394"
"3076","1170384159363293184"
"3077","1170384116854022145"
"3078","1170384041440419841"
"3079","1170315733475188738"
"3080","1170383998713024517"
"3081","1170383503332139008"
"3082","1170332270827397120"
"3083","1170383221533659136"
"3084","1170383167905247232"
"3085","1170383156106731521"
"3086","1170383021054279680"
"3087","1170382733195059200"
"3088","1170382636826673153"
"3089","1170382500197294082"
"3090","1170382494392360963"
"3091","1170382441498009606"
"3092","1170382112144281601"
"3093","1170381558294990848"
"3094","1170381548388007941"
"3095","1170362031603630080"
"3096","1170380161503641605"
"3097","1170381347950604288"
"3098","1170381267931676672"
"3099","1170381020375523329"
"3100","1170380845984731136"
"3101","1170380845930168321"
"3102","1170380703760097280"
"3103","1170380207867486211"
"3104","1170376286642081792"
"3105","1170353956830269441"
"3106","1170379929650958337"
"3107","1170379906154487808"
"3108","1170379678063955968"
"3109","1170376930480336897"
"3110","1170379082262990848"
"3111","1170355603501387776"
"3112","1170378642427453441"
"3113","1170378590623621123"
"3114","1170378403754795011"
"3115","1170378264805871617"
"3116","1170378239530983424"
"3117","1170377838270320640"
"3118","1170377498493968386"
"3119","1170377026609582081"
"3120","1170376339859410945"
"3121","1170376214256803841"
"3122","1170376094169600000"
"3123","1170375922421239809"
"3124","1170330712886697984"
"3125","1170369768748134400"
"3126","1170375813214216192"
"3127","1170369704202051585"
"3128","1170375733644017664"
"3129","1170375619118587911"
"3130","1170375528446140416"
"3131","1170375398233972736"
"3132","1170375200862609409"
"3133","1170375197003788288"
"3134","1170375077805854725"
"3135","1170374983476011009"
"3136","1170374947623100416"
"3137","1170374890450558976"
"3138","1170374831692550144"
"3139","1170373948426641410"
"3140","1170374433032290306"
"3141","1170374356947652610"
"3142","1170374111471767553"
"3143","1170373907876130818"
"3144","1170372666529857536"
"3145","1170373659896274945"
"3146","1170372910395088896"
"3147","1170372773501382656"
"3148","1170372619453046786"
"3149","1170372459889082369"
"3150","1170372400954978310"
"3151","1170372329018408967"
"3152","1170372027049549824"
"3153","1170371762510585857"
"3154","1170371171814187008"
"3155","1170370986333618176"
"3156","1170362939859263493"
"3157","1170369931680124934"
"3158","1170365169630875652"
"3159","1170308689833521153"
"3160","1170369153422766084"
"3161","1170368985784885249"
"3162","1170297744889696256"
"3163","1170368445726253056"
"3164","1170366325107171330"
"3165","1170368449685708801"
"3166","1170297742184374272"
"3167","1170365510493622272"
"3168","1170297743534940160"
"3169","1170298502125146112"
"3170","1170368029038915585"
"3171","1170367786054340613"
"3172","1170367775719776256"
"3173","1170367385024548864"
"3174","1170367351847620608"
"3175","1170366608210038784"
"3176","1170366556615991302"
"3177","1170366450927886336"
"3178","1170366404874444801"
"3179","1170366119481397248"
"3180","1170365927717769216"
"3181","1170365904842108928"
"3182","1170365790832484352"
"3183","1170365476234584066"
"3184","1170330104909783040"
"3185","1170365294889578498"
"3186","1170365177268776960"
"3187","1170364833700732928"
"3188","1170364379151458305"
"3189","1170363518228582400"
"3190","1170363465925582851"
"3191","1170363389203361793"
"3192","1170363162643898368"
"3193","1170363128707723264"
"3194","1170363072927715328"
"3195","1170362833458085889"
"3196","1170362677887197184"
"3197","1170362587260891142"
"3198","1170362087819894785"
"3199","1170362008132341760"
"3200","1170361156764127232"
"3201","1170361980923916293"
"3202","1170361849562501120"
"3203","1170361840892874752"
"3204","1170304552412819456"
"3205","1170305068379361280"
"3206","1170361373068615680"
"3207","1170361324125249537"
"3208","1170361254407540736"
"3209","1170361203216064513"
"3210","1170361187273531392"
"3211","1170292287005495296"
"3212","1170360892829122561"
"3213","1170360703619928064"
"3214","1170360247195709441"
"3215","1170360088109953025"
"3216","1170359940562788352"
"3217","1170359515847565313"
"3218","1170359343151271937"
"3219","1170357945613373440"
"3220","1170358588298211328"
"3221","1170358519998160896"
"3222","1170358274895560705"
"3223","1170358062936481793"
"3224","1170357973648138240"
"3225","1170357663110225922"
"3226","1170357574937600000"
"3227","1170357318913052673"
"3228","1170356785301073920"
"3229","1170352187689578496"
"3230","1170342511308673025"
"3231","1170356458535477248"
"3232","1170356407624962048"
"3233","1170356339123597314"
"3234","1170356252016283654"
"3235","1170356226405949440"
"3236","1170356055328661510"
"3237","1170355766789902337"
"3238","1170327631935541253"
"3239","1170355765682561024"
"3240","1170355564477669376"
"3241","1170355028995039232"
"3242","1170354709183574017"
"3243","1170354363002437637"
"3244","1170354325358632960"
"3245","1170354007010893824"
"3246","1170353932134178816"
"3247","1170353861384724483"
"3248","1170353401886138368"
"3249","1170353386241351682"
"3250","1170353372349763587"
"3251","1170353023220162561"
"3252","1170352992723357697"
"3253","1170352965187588097"
"3254","1170352746349944833"
"3255","1170352650237489153"
"3256","1170352402752557063"
"3257","1170352182807449600"
"3258","1170345435296423936"
"3259","1170351961654353920"
"3260","1170351523601244161"
"3261","1170351423432908801"
"3262","1170351323537203201"
"3263","1170351312397066241"
"3264","1170347194865672195"
"3265","1170348423763169280"
"3266","1170351227479252995"
"3267","1170351091747344386"
"3268","1170351024328126464"
"3269","1170350950604791809"
"3270","1170350603891085312"
"3271","1170297915232989185"
"3272","1170350484022059009"
"3273","1170350326672699393"
"3274","1170350081658236928"
"3275","1170349680775094276"
"3276","1170349275630292993"
"3277","1170349227660251136"
"3278","1170349179765448705"
"3279","1170349179018862598"
"3280","1170349016183451649"
"3281","1170348595951919104"
"3282","1170333481827786753"
"3283","1170348452884176897"
"3284","1170348216052854784"
"3285","1170348196381515776"
"3286","1170348074415398912"
"3287","1170347965652881412"
"3288","1170347907322716160"
"3289","1170347709422813184"
"3290","1170347667974701058"
"3291","1170347602698821632"
"3292","1170347525729062913"
"3293","1170347242676477952"
"3294","1170347107036909569"
"3295","1170347002498113537"
"3296","1170346991722872835"
"3297","1170346956817928194"
"3298","1170346915143327744"
"3299","1170346859635675137"
"3300","1170346780854300672"
"3301","1170330864569524224"
"3302","1170346653775269888"
"3303","1170337643474935808"
"3304","1170345786795790339"
"3305","1170345542272110592"
"3306","1170345454657314818"
"3307","1170345267692023809"
"3308","1170344968340328449"
"3309","1170344838564384768"
"3310","1170344182176800769"
"3311","1170343839904731142"
"3312","1170343650494156802"
"3313","1170343548367056898"
"3314","1170343289263972357"
"3315","1170342894084984832"
"3316","1170342639931154432"
"3317","1170342546104639488"
"3318","1170342496553099269"
"3319","1170337649401454593"
"3320","1170342138414080002"
"3321","1170341852643508226"
"3322","1170341300224372738"
"3323","1170341091041828865"
"3324","1170341072981188609"
"3325","1170340339162501121"
"3326","1170339791105404930"
"3327","1170329161115652096"
"3328","1170338972788240385"
"3329","1170338934326538241"
"3330","1170338902516948992"
"3331","1170338682257190916"
"3332","1170338680474673153"
"3333","1170338572358037504"
"3334","1170338550975467520"
"3335","1170337830125654016"
"3336","1170337562743005185"
"3337","1170337144411492352"
"3338","1170337048143826944"
"3339","1170337023988817920"
"3340","1170336440040996865"
"3341","1170336304938307584"
"3342","1170336214177787904"
"3343","1170336178769453062"
"3344","1170321959269339136"
"3345","1170335859394195457"
"3346","1170335719149178890"
"3347","1170335255179513856"
"3348","1170334916304916481"
"3349","1170334791989956608"
"3350","1170334483696037892"
"3351","1170334340041064449"
"3352","1170334277042606081"
"3353","1170334188131815424"
"3354","1170326925493116929"
"3355","1170333364219502592"
"3356","1170333040893149187"
"3357","1170332915777048579"
"3358","1170332510535987200"
"3359","1170332269665501188"
"3360","1170332100962258945"
"3361","1170331928890871815"
"3362","1170331927980707841"
"3363","1170330475082211328"
"3364","1170330854993866752"
"3365","1170331817452494848"
"3366","1170329921215971328"
"3367","1170330879828344832"
"3368","1170330832080388099"
"3369","1170330365610864640"
"3370","1170330238234087427"
"3371","1170329937007566848"
"3372","1170329211837603840"
"3373","1170329136293916672"
"3374","1170328872300290053"
"3375","1170323442790555653"
"3376","1170328115853385736"
"3377","1170327942293008389"
"3378","1170327930507055104"
"3379","1170327729411100672"
"3380","1170327589296250880"
"3381","1170327517770764291"
"3382","1170327414137937922"
"3383","1170327132050022400"
"3384","1170327115629244418"
"3385","1170327103960682497"
"3386","1170326896787238912"
"3387","1170326597045538819"
"3388","1170326321450377217"
"3389","1170325986979848192"
"3390","1170325528588488708"
"3391","1170325007454613504"
"3392","1170324686581960704"
"3393","1170324685231403009"
"3394","1170324184330833925"
"3395","1170323976968658944"
"3396","1170323951362482176"
"3397","1170323644888825856"
"3398","1170323582435676160"
"3399","1170321548655386624"
"3400","1170323225714274306"
"3401","1170322840094162949"
"3402","1170322537043152897"
"3403","1170320700139278337"
"3404","1170322502607876097"
"3405","1170322375658881028"
"3406","1170322219152683010"
"3407","1170322010741903361"
"3408","1170320600059002891"
"3409","1170321905427058689"
"3410","1170321877128138752"
"3411","1170321098602364929"
"3412","1170320996831830017"
"3413","1170320582828855296"
"3414","1170320564969451520"
"3415","1170320327420862464"
"3416","1170319496541810691"
"3417","1170318837050433537"
"3418","1170318566714990594"
"3419","1170318206759854081"
"3420","1170318122114531328"
"3421","1170317445153861632"
"3422","1170316974703951873"
"3423","1170316795095474181"
"3424","1170316746022162432"
"3425","1170316611657617411"
"3426","1170316471496564742"
"3427","1170316408175116291"
"3428","1170316372360028161"
"3429","1170315995531161600"
"3430","1170315625039835141"
"3431","1170315428704464896"
"3432","1170315566818758656"
"3433","1170295622869667841"
"3434","1170314715735777281"
"3435","1170314588585439244"
"3436","1170314500328894466"
"3437","1170313836152229888"
"3438","1170313747027681283"
"3439","1170313562474127362"
"3440","1170313442437357570"
"3441","1170312824473735169"
"3442","1170311781346156544"
"3443","1170311766338875396"
"3444","1170311720797126658"
"3445","1170311625557127170"
"3446","1170311454672785408"
"3447","1170310867071787015"
"3448","1170310824885444608"
"3449","1170310786478223361"
"3450","1170310781155663877"
"3451","1170310592718168071"
"3452","1170310463277715456"
"3453","1170310432000811010"
"3454","1170310219534131201"
"3455","1170309886175055873"
"3456","1170303038369816576"
"3457","1170285917514424320"
"3458","1170309850422743042"
"3459","1170309631316508672"
"3460","1170309383575805952"
"3461","1170308832893054976"
"3462","1170308832368705536"
"3463","1170308663166283777"
"3464","1170308469330759681"
"3465","1170307625558454274"
"3466","1170307211588972544"
"3467","1170307215783342080"
"3468","1170307149307813888"
"3469","1170307388978675712"
"3470","1170307070744289299"
"3471","1170306761695420417"
"3472","1170306649766187011"
"3473","1170306630233313294"
"3474","1170306443112792069"
"3475","1170305701836709888"
"3476","1170305205897965570"
"3477","1170305014373466112"
"3478","1170304750212042753"
"3479","1170304695694442496"
"3480","1170294498087309313"
"3481","1170303970633494528"
"3482","1170303654626308096"
"3483","1170303541229105152"
"3484","1170296147916840963"
"3485","1170303161279680513"
"3486","1170302632113713152"
"3487","1170302461317394432"
"3488","1170302348796846082"
"3489","1170302133280882689"
"3490","1170301821161824258"
"3491","1170301915156156416"
"3492","1170301913499426817"
"3493","1170301824454332422"
"3494","1170301819999965184"
"3495","1170301916166930432"
"3496","1170301917911818240"
"3497","1170301822298394625"
"3498","1170301823355432960"
"3499","1170301818829725696"
"3500","1170301910605340674"
"3501","1170301745370734592"
"3502","1170301646624174080"
"3503","1170301541326184448"
"3504","1170301045194592256"
"3505","1170300890273726465"
"3506","1170300522152288257"
"3507","1170300105326505984"
"3508","1170299438306402304"
"3509","1170299380026552320"
"3510","1170298832531415045"
"3511","1170298437625102336"
"3512","1170297437669515265"
"3513","1170296532383490048"
"3514","1170295460835266560"
"3515","1170294580555800578"
"3516","1170294846227177472"
"3517","1170294525232844801"
"3518","1170294002794618885"
"3519","1170293853754183681"
"3520","1170293365944004609"
"3521","1170292809523499008"
"3522","1170292769824432128"
"3523","1170292439099301888"
"3524","1170292226435534848"
"3525","1170292067211390977"
"3526","1170292014941949953"
"3527","1170291118417874944"
"3528","1170290962758868992"
"3529","1170290869834043392"
"3530","1170290859801284609"
"3531","1170290857355993089"
"3532","1170290739873533953"
"3533","1170290836661329921"
"3534","1170289880708132870"
"3535","1170289231182409728"
"3536","1170289158801317888"
"3537","1170288655287627776"
"3538","1170288433832562688"
"3539","1170287733316751360"
"3540","1170287160060207104"
"3541","1170286812365033472"
"3542","1170284666315825152"
"3543","1170286505094516737"
"3544","1170284994977304578"
"3545","1170283396616085504"
"3546","1170283142890033152"
"3547","1170283100825444353"
"3548","1170282284148285446"
"3549","1170278919301451776"
"3550","1170281980614848513"
"3551","1170281841598881793"
"3552","1170281526791213056"
"3553","1170167001232433152"
"3554","1170123675955322880"
"3555","1170123672033595394"
"3556","1170167002637504513"
"3557","1170281132270768128"
"3558","1170123674587975681"
"3559","1170281133495476225"
"3560","1170167003899924480"
"3561","1170123677360361472"
"3562","1170280955891916800"
"3563","1170280715411476480"
"3564","1170280367821066240"
"3565","1170280094042140673"
"3566","1170279998088994817"
"3567","1170257180253184000"
"3568","1170248262126899200"
"3569","1170277538859507713"
"3570","1170279971111297025"
"3571","1170265461214392321"
"3572","1170111479879798784"
"3573","1170074846417567747"
"3574","1170275006414295040"
"3575","1170164953149509632"
"3576","1170270079788965888"
"3577","1170255904509480960"
"3578","1170279841398214656"
"3579","1170279833915379712"
"3580","1170279758866739200"
"3581","1170279646539190277"
"3582","1170278672873533440"
"3583","1170075331123929089"
"3584","1170278112581627904"
"3585","1170278072370622464"
"3586","1170277735509442560"
"3587","1170276244795117568"
"3588","1170275780032643073"
"3589","1170275407494549504"
"3590","1170274713572130816"
"3591","1170274611776409600"
"3592","1170273771640557568"
"3593","1170272652264640512"
"3594","1170272860688064512"
"3595","1170272437134680071"
"3596","1170268505108865025"
"3597","1170265972692914177"
"3598","1170265667762888705"
"3599","1170265262454693888"
"3600","1170264999799021570"
"3601","1170264482876186624"
"3602","1170251767889694725"
"3603","1170254945855184896"
"3604","1170250860611473409"
"3605","1170248690075873280"
"3606","1170248566440386560"
"3607","1170245957612707841"
"3608","1170243050112770048"
"3609","1170241745180942337"
"3610","1170241726679642112"
"3611","1170240577084043264"
"3612","1170223443096330241"
"3613","1170239848306937856"
"3614","1170239166187282433"
"3615","1170238792768393217"
"3616","1170237709589340161"
"3617","1170237232839581696"
"3618","1170235855858016256"
"3619","1170235559790481410"
"3620","1170233594218012672"
"3621","1170233241602838529"
"3622","1170232376540241921"
"3623","1170230315320786944"
"3624","1170230035053273089"
"3625","1170228147553538048"
"3626","1170227205508599808"
"3627","1170226116428255242"
"3628","1170225356298772483"
"3629","1170225097094901760"
"3630","1170224551797690368"
"3631","1170222602977193984"
"3632","1170123648633585664"
"3633","1170217818866012160"
"3634","1170216656368541696"
"3635","1170215592655282177"
"3636","1170215202887020546"
"3637","1170203299385106432"
"3638","1170215290795433984"
"3639","1170085906373664771"
"3640","1170188818554769409"
"3641","1170164745950904320"
"3642","1170214025592037376"
"3643","1170213509914865664"
"3644","1170176818160316416"
"3645","1170212853023936512"
"3646","1170212552682409985"
"3647","1170212373405339649"
"3648","1170211561404862464"
"3649","1170211272413143040"
"3650","1170211037569847301"
"3651","1170122630038466560"
"3652","1170125259300888583"
"3653","1170131488605659136"
"3654","1170129532478734337"
"3655","1170210064046575616"
"3656","1170209930340704256"
"3657","1170207642649792512"
"3658","1170206631101194240"
"3659","1170205978576465920"
"3660","1170166841433579521"
"3661","1170205820023427072"
"3662","1170205787702145024"
"3663","1170204849486663680"
"3664","1170180512327057408"
"3665","1170189792388288512"
"3666","1170167650066018304"
"3667","1170167591815516160"
"3668","1170143410143092736"
"3669","1170181425716498432"
"3670","1170189815108816896"
"3671","1170204750417211392"
"3672","1170176410872422401"
"3673","1170144320671965184"
"3674","1170181423942262784"
"3675","1170158517665304576"
"3676","1170203482818785280"
"3677","1170194312866533377"
"3678","1170199253416927232"
"3679","1170201813481590785"
"3680","1170148557128646656"
"3681","1170201485428371456"
"3682","1170201346420740096"
"3683","1170200889979789312"
"3684","1170137541674229760"
"3685","1170160240123437057"
"3686","1170200713726713856"
"3687","1170200487498518529"
"3688","1170199471071858689"
"3689","1170194391501365249"
"3690","1170121370321281024"
"3691","1170199358773633024"
"3692","1170199011350986752"
"3693","1170197726916747264"
"3694","1170197663293300736"
"3695","1170145512701530114"
"3696","1170132886453936129"
"3697","1170197170613575682"
"3698","1170196418428096514"
"3699","1170099343598206978"
"3700","1170195666456498176"
"3701","1170194886424969216"
"3702","1170194621709897728"
"3703","1170194042241658880"
"3704","1170193732282540032"
"3705","1170193515801788416"
"3706","1170193111705903104"
"3707","1170192741025886208"
"3708","1170192333641584641"
"3709","1170192282114568192"
"3710","1170192156553875458"
"3711","1170192114442997760"
"3712","1170191822028754944"
"3713","1170191332280852480"
"3714","1170190291023867904"
"3715","1170189732271276032"
"3716","1170189586741567488"
"3717","1170189523411701760"
"3718","1170189109639417861"
"3719","1170188646768631808"
"3720","1170188623112806405"
"3721","1170188504904679424"
"3722","1170188462257037314"
"3723","1170188431978356738"
"3724","1170187898731290625"
"3725","1170152239752732672"
"3726","1170179160469381120"
"3727","1170186477025812480"
"3728","1170186217612144640"
"3729","1170185798018306049"
"3730","1170185213697232897"
"3731","1170185015554138114"
"3732","1170184045394833408"
"3733","1170183448377593856"
"3734","1170174659469479936"
"3735","1170183346787364864"
"3736","1170096043901554688"
"3737","1170175078845288448"
"3738","1170096781960650754"
"3739","1170107011935211520"
"3740","1170097221477568512"
"3741","1170183117392551936"
"3742","1170182934059462656"
"3743","1170182798033993728"
"3744","1170182757445771264"
"3745","1170182648230232065"
"3746","1170182349759365120"
"3747","1170182314678247424"
"3748","1170181935064371200"
"3749","1170181067438985216"
"3750","1170180709291634689"
"3751","1170177599441690624"
"3752","1170180581004664832"
"3753","1170180089130233859"
"3754","1170179850579193856"
"3755","1170179612388810752"
"3756","1170179498450608130"
"3757","1170179135894953984"
"3758","1170178935042314240"
"3759","1170178733887635457"
"3760","1170178710663847936"
"3761","1170178676442443776"
"3762","1170178590484377600"
"3763","1170178285617209344"
"3764","1170178207628365824"
"3765","1170110450756988931"
"3766","1170177370659020800"
"3767","1170177263167582209"
"3768","1170176742356606976"
"3769","1170176607941812231"
"3770","1170085314020478978"
"3771","1170175709278552064"
"3772","1170175443246489600"
"3773","1170175325004845056"
"3774","1170175119488094208"
"3775","1170174659523960834"
"3776","1170174655732363265"
"3777","1170174641446559751"
"3778","1170174407043616768"
"3779","1170174175211905024"
"3780","1170173912803663872"
"3781","1170173876988469248"
"3782","1170173765201879045"
"3783","1170173716053073920"
"3784","1170173715612622849"
"3785","1170172743637229570"
"3786","1170172506558410753"
"3787","1170172293571592192"
"3788","1170172277213880321"
"3789","1170101227088207872"
"3790","1170081088380854272"
"3791","1170172097966067714"
"3792","1170172069847474176"
"3793","1170170317764997121"
"3794","1170171968127156226"
"3795","1170171580640616449"
"3796","1170171532632625154"
"3797","1170170228325658625"
"3798","1170164510499512321"
"3799","1170170183593451521"
"3800","1170164321478987776"
"3801","1170163869907652608"
"3802","1170164610630062080"
"3803","1170169781619765253"
"3804","1170131960238411777"
"3805","1170169754239344640"
"3806","1170169744953135106"
"3807","1170169671007571969"
"3808","1170169403498991617"
"3809","1170169386893762562"
"3810","1170169142068076544"
"3811","1170144074327875584"
"3812","1170168956809809921"
"3813","1170168428839219201"
"3814","1170168343900426240"
"3815","1170168294357291010"
"3816","1170168294273441793"
"3817","1170168187628982273"
"3818","1170167745826213888"
"3819","1170167638754025474"
"3820","1170134770015178752"
"3821","1170167551600603136"
"3822","1170167408637685761"
"3823","1170167391973773312"
"3824","1170167132073713664"
"3825","1170166930822639616"
"3826","1170093257189134342"
"3827","1170166913680531456"
"3828","1170166928360558594"
"3829","1170166617554206721"
"3830","1170166178649714689"
"3831","1170165869231693825"
"3832","1170149004111466497"
"3833","1170165833164869633"
"3834","1170165739178876928"
"3835","1170165315575189504"
"3836","1170164869204779008"
"3837","1170075073493053441"
"3838","1170164487825084418"
"3839","1170163976539451392"
"3840","1170161755143790598"
"3841","1170163955035201537"
"3842","1170163773900021760"
"3843","1170163716454830080"
"3844","1170163601350561792"
"3845","1170163520413085698"
"3846","1170163495364640769"
"3847","1170163168431267841"
"3848","1170163057089290240"
"3849","1170162201207984129"
"3850","1170162987212185600"
"3851","1170162941666217986"
"3852","1170162875714985985"
"3853","1170162124099850241"
"3854","1170161883862708226"
"3855","1170161795497177088"
"3856","1170161346618548224"
"3857","1170123724781232128"
"3858","1170122084942585856"
"3859","1170118062315638785"
"3860","1170129312810446849"
"3861","1170123173641248768"
"3862","1170147117740019712"
"3863","1170131607723872263"
"3864","1170139244519669765"
"3865","1170142327119200257"
"3866","1170125935238098944"
"3867","1170147398213165057"
"3868","1170130259573956608"
"3869","1170139464989102081"
"3870","1170160984675311616"
"3871","1170160745029545985"
"3872","1170160144073854977"
"3873","1170159643240390657"
"3874","1170159640539226113"
"3875","1170159609539104768"
"3876","1170159573942067201"
"3877","1170144429329584128"
"3878","1170159298544058374"
"3879","1170130274740527104"
"3880","1170159156063547396"
"3881","1170159051759587328"
"3882","1170158745910951938"
"3883","1170158420105793536"
"3884","1170158139343331328"
"3885","1170157937500794880"
"3886","1170157861168656384"
"3887","1170157718893727744"
"3888","1170157690124931072"
"3889","1170157542326099968"
"3890","1170157496700420097"
"3891","1170112212901552129"
"3892","1170077887220899841"
"3893","1170157411610628096"
"3894","1170157389124907008"
"3895","1170157175421001728"
